ano;mes;sigla_uf;id_municipio;saldo_movimentacao;tipo_movimentacao;cbo_2002;cnae_2_subclasse;salario_mensal;grau_instrucao;sexo;idade;raca_cor;horas_contratuais
2024;10;AC;1200401;-1;31;212420;8211300;2520.0;7;1;37;6;44.0
2024;10;AC;1200401;1;97;212405;8220200;5648.0;9;1;25;3;44.0
2024;10;AC;1200401;1;97;317210;8220200;1976.8;9;1;28;1;44.0
2024;10;AC;1200401;1;97;317210;8220200;2363.85;7;1;43;3;44.0
2024;10;AC;1200401;1;97;212405;8220200;4236.0;9;1;23;1;44.0
2024;10;AC;1200401;1;97;212405;8220200;5648.0;8;1;21;1;44.0
2024;10;AC;1200401;1;97;212405;8220200;4236.0;9;1;20;1;44.0
2024;10;AC;1200401;1;97;317210;8220200;1976.8;7;1;29;3;44.0
2024;10;AC;1200401;1;97;212405;8220200;7060.0;9;1;29;3;44.0
2024;10;AC;1200401;1;97;212405;8220200;4236.0;8;1;22;3;44.0
2024;10;AC;1200401;1;97;212405;8220200;4236.0;7;1;22;1;44.0
2024;10;AC;1200401;-1;31;317210;8532500;4711.57;9;1;41;3;44.0
2024;10;AC;1200401;1;97;212305;8800600;1412.0;6;1;15;3;20.0
2024;10;AC;1200401;1;97;212305;8800600;1412.0;6;1;15;3;20.0
2024;10;AC;1200401;-1;40;317205;9420100;706.0;6;3;17;3;20.0
2024;10;AC;1200401;-1;43;317205;9420100;706.0;6;1;19;3;20.0
2024;10;AC;1200401;-1;40;317105;9420100;706.0;4;3;16;3;20.0
2024;10;AC;1200401;-1;43;317205;9420100;706.0;4;1;19;3;20.0
2024;10;AC;1200401;-1;40;317105;9420100;706.0;4;1;21;3;20.0
2024;10;AC;1200401;-1;40;317205;9420100;706.0;6;1;17;3;20.0
2024;10;AC;1200401;-1;43;317205;9420100;706.0;4;1;22;3;20.0
2024;10;AC;1200401;1;97;317205;9420100;706.0;7;1;19;3;20.0
2024;10;AC;1200401;-1;43;317205;9420100;706.0;6;3;16;3;20.0
2024;10;AC;1200401;-1;43;317205;9420100;706.0;4;3;15;3;20.0
2024;10;AC;1200401;1;97;212420;9511800;1412.0;9;1;25;3;44.0
2024;10;AC;1200500;1;97;317210;6130200;1700.0;7;1;22;3;44.0
2024;10;AC;1200500;-1;31;317210;6130200;1500.0;7;1;22;3;44.0
2024;10;AC;1200500;-1;31;317210;6130200;660.0;7;1;19;6;22.0
2024;10;AC;1200500;-1;31;317210;6130200;1500.0;7;1;33;3;44.0
2024;11;AC;1200401;-1;31;317205;4751201;1700.0;7;1;21;3;44.0
2024;11;AC;1200203;-1;31;317210;4753900;1412.0;7;3;25;3;44.0
2024;11;AC;1200401;-1;31;212405;8220200;5648.0;8;1;21;1;44.0
2024;11;AC;1200401;-1;40;212410;4321500;2500.0;9;1;22;3;44.0
2024;11;AC;1200401;-1;40;212420;6209100;2600.0;7;1;33;3;44.0
2024;11;AC;1200401;-1;40;212405;6550200;6060.0;9;1;41;6;44.0
2024;11;AC;1200401;-1;43;317205;4751201;1700.0;7;3;20;3;44.0
2024;11;AC;1200203;-1;43;317210;4753900;1412.0;7;3;19;3;44.0
2024;11;AC;1200104;1;97;317210;1012103;2265.92;7;3;21;2;44.0
2024;11;AC;1200401;1;97;212405;4530703;1412.0;7;1;18;3;44.0
2024;11;AC;1200401;1;97;317205;4751201;1700.0;7;1;21;3;44.0
2024;11;AC;1200401;1;97;317205;6120599;1542.29;7;3;42;3;44.0
2024;11;AC;1200500;1;97;317210;6130200;1700.0;7;1;19;3;44.0
2024;11;AC;1200500;1;97;317210;6130200;1700.0;7;1;33;3;44.0
2024;11;AC;1200203;1;97;212420;6190601;1470.0;7;1;21;2;44.0
2024;11;AC;1200401;1;97;317210;6209100;2995.66;8;3;22;2;44.0
2024;11;AC;1200401;1;97;212420;6209100;3184.73;9;3;24;3;44.0
2024;11;AC;1200401;1;97;212405;6550200;6000.0;9;1;37;1;44.0
2024;11;AC;1200401;1;97;212405;7120100;1618.48;7;3;19;1;44.0
2024;11;AC;1200807;1;97;212315;9312300;1412.0;7;1;47;3;48.0
2024;12;AC;1200401;-1;40;317110;1092900;748.36;7;3;18;3;20.0
2024;12;AC;1200401;-1;40;212420;4761003;2045.64;9;1;30;3;44.0
2024;12;AC;1200500;-1;40;317210;6130200;1700.0;7;1;22;3;44.0
2024;12;AC;1200401;-1;40;212405;6550200;4132.49;80;1;34;1;44.0
2024;12;AC;1200401;-1;43;317105;9420100;706.0;4;1;18;3;20.0
2024;12;AC;1200401;1;97;317110;1011201;3500.0;7;1;26;4;44.0
2024;12;AC;1200401;1;97;317210;4511104;2000.0;7;1;51;1;22.0
2024;12;AC;1200401;1;97;317210;4724500;1412.0;7;1;22;3;44.0
2024;12;AC;1200401;1;97;317210;6209100;3184.73;9;3;26;3;44.0
2024;12;AC;1200401;1;97;212405;8220200;5648.0;9;1;24;1;44.0
2024;12;AC;1200401;1;97;212410;8800600;6295.0;9;1;34;1;44.0
2024;12;AC;1200401;1;97;212405;8800600;6295.0;9;1;25;3;44.0
2025;1;AC;1200203;1;97;212420;6130200;1518.0;7;3;25;3;44.0
2025;1;AC;1200203;-1;31;212405;6204000;3400.0;9;1;26;3;44.0
2025;1;AC;1200401;1;97;212405;1610203;2000.0;7;1;19;1;44.0
2025;1;AC;1200401;-1;40;317210;4639701;1518.0;9;1;22;3;44.0
2025;1;AC;1200401;1;97;317210;4643501;1518.0;7;1;19;3;44.0
2025;1;AC;1200401;-1;31;212405;6209100;4832.9;80;1;32;2;44.0
2025;1;AC;1200401;-1;40;317210;6399200;1697.44;8;3;24;3;44.0
2025;1;AC;1200401;-1;31;317210;6399200;1518.0;8;1;21;3;44.0
2025;1;AC;1200401;-1;40;212410;7311400;1600.0;7;1;25;3;44.0
2025;1;AC;1200401;1;97;317210;8220200;1490.0;7;1;29;3;44.0
2025;1;AC;1200401;1;97;317210;8220200;1490.0;8;1;23;1;44.0
2025;1;AC;1200401;1;97;317210;8531700;4834.75;9;1;36;3;44.0
2025;1;AC;1200401;-1;40;317210;9511800;1617.0;7;1;28;3;44.0
2025;1;AC;1200401;1;97;317110;9521500;1518.0;7;1;54;3;44.0
2025;1;AC;1200500;-1;40;317210;6130200;1734.0;7;1;33;3;44.0
2025;1;AC;1200500;-1;40;317210;6130200;1518.0;7;1;19;3;44.0
2025;2;AC;1200203;1;97;317210;4321500;2000.0;7;1;18;3;45.0
2025;2;AC;1200203;-1;31;212420;4744099;1518.0;7;1;23;3;44.0
2025;2;AC;1200203;1;97;317110;8513900;3000.0;9;1;38;3;44.0
2025;2;AC;1200401;1;97;317110;1011201;780.0;7;3;18;3;22.0
2025;2;AC;1200401;-1;40;317110;1011201;759.0;7;1;20;3;22.0
2025;2;AC;1200401;1;97;317110;1011201;780.0;6;3;18;3;22.0
2025;2;AC;1200401;1;97;317110;1011201;780.0;7;3;18;3;22.0
2025;2;AC;1200401;1;97;317110;1011201;780.0;7;3;19;3;22.0
2025;2;AC;1200401;1;97;317110;1011201;780.0;9;3;18;3;22.0
2025;2;AC;1200401;1;97;317110;1011201;780.0;7;3;18;3;22.0
2025;2;AC;1200401;1;97;317110;1011201;780.0;6;3;18;3;22.0
2025;2;AC;1200401;-1;40;317110;1092900;759.0;6;1;18;3;20.0
2025;2;AC;1200401;1;97;317110;4120400;759.0;7;1;18;3;24.0
2025;2;AC;1200401;1;97;212410;4321500;1700.0;9;1;41;3;44.0
2025;2;AC;1200401;1;97;212320;4321500;3300.0;9;1;29;3;44.0
2025;2;AC;1200401;1;97;212420;4731800;3000.0;7;1;34;3;44.0
2025;2;AC;1200401;1;97;212420;4751201;1518.0;7;1;25;3;44.0
2025;2;AC;1200401;1;97;317205;4751201;1518.0;7;1;20;3;44.0
2025;2;AC;1200401;1;97;212410;4761001;3036.0;7;1;31;3;44.0
2025;2;AC;1200401;-1;31;317205;6209100;2100.0;7;3;19;3;44.0
2025;2;AC;1200401;-1;31;212405;6209100;4832.9;9;3;41;1;44.0
2025;2;AC;1200401;1;97;317110;6209100;1800.0;7;1;18;1;44.0
2025;2;AC;1200401;1;97;317210;6399200;2400.0;8;1;26;3;44.0
2025;2;AC;1200401;1;97;317210;6399200;1518.0;8;1;38;3;44.0
2025;2;AC;1200401;1;97;317110;6810203;759.0;6;1;14;3;20.0
2025;2;AC;1200401;1;97;317210;7820500;2995.66;80;3;30;3;44.0
2025;2;AC;1200401;-1;31;317110;7820500;2295.0;7;1;37;6;44.0
2025;2;AC;1200401;-1;31;317110;7820500;2295.0;9;1;29;3;44.0
2025;2;AC;1200401;1;97;317210;7820500;2995.66;8;1;21;3;44.0
2025;2;AC;1200401;-1;40;212315;8211300;4936.8;80;1;35;3;44.0
2025;2;AC;1200401;-1;31;212315;8211300;4936.8;9;1;33;3;44.0
2025;2;AC;1200401;-1;31;212315;8211300;4936.8;80;1;39;3;44.0
2025;2;AC;1200401;-1;40;317210;8220200;2363.85;7;1;23;3;44.0
2025;2;AC;1200401;1;97;317210;8220200;2363.85;7;1;24;3;44.0
2025;2;AC;1200401;1;97;317210;8220200;2363.85;9;1;21;3;44.0
2025;2;AC;1200401;1;97;317210;8532500;1664.0;9;1;35;3;44.0
2025;2;AC;1200401;-1;31;212420;8640206;2266.0;7;1;32;3;44.0
2025;2;AC;1200401;1;97;317110;9511800;2000.0;7;1;28;2;44.0
2025;2;AC;1200401;-1;31;317110;9511800;2250.0;8;3;25;4;44.0
2025;2;AC;1200401;-1;40;212420;9511800;1518.0;7;1;25;3;44.0
2025;3;AC;1200401;-1;31;212420;4751201;2700.0;9;3;30;1;44.0
2025;3;AC;1200401;-1;31;212420;4751201;2700.0;7;1;24;3;44.0
2025;3;AC;1200401;-1;31;212420;4751201;2190.1;7;1;33;3;44.0
2025;3;AC;1200401;-1;31;212420;4751201;2677.94;7;1;35;3;44.0
2025;3;AC;1200401;-1;31;212420;4751201;2700.0;9;3;23;1;44.0
2025;3;AC;1200104;-1;31;317210;5320202;1075.1;6;1;17;3;24.0
2025;3;AC;1200401;-1;31;212410;6110803;1700.0;9;1;28;1;36.0
2025;3;AC;1200401;-1;31;317210;6209100;2995.66;9;1;30;3;44.0
2025;3;AC;1200401;-1;31;212420;6209100;3184.73;9;1;21;3;44.0
2025;3;AC;1200401;-1;31;317210;7820500;2995.66;7;1;27;6;44.0
2025;3;AC;1200401;-1;31;212405;8219999;1518.0;7;1;19;3;44.0
2025;3;AC;1200401;-1;31;317115;8640205;1560.0;7;1;29;3;44.0
2025;3;AC;1200203;-1;40;317205;5829800;1518.0;7;1;22;3;44.0
2025;3;AC;1200401;-1;40;212405;6209100;4832.9;7;3;45;3;44.0
2025;3;AC;1200401;-1;40;212410;8531700;2120.84;80;1;29;3;44.0
2025;3;AC;1200807;-1;40;212315;9312300;1518.0;7;1;47;3;48.0
2025;3;AC;1200609;1;97;317205;1011201;1611.67;5;1;30;3;44.0
2025;3;AC;1200401;1;97;317210;6201501;3305.0;9;1;22;1;44.0
2025;3;AC;1200401;1;97;212420;6209100;3184.73;9;1;45;1;44.0
2025;3;AC;1200401;1;97;317210;6209100;2995.66;8;3;22;2;44.0
2025;3;AC;1200203;1;97;317210;6424703;3000.0;8;1;24;2;40.0
2025;3;AC;1200401;1;97;317210;8220200;2363.85;7;1;24;3;44.0
2025;3;AC;1200401;1;97;317210;8299799;1700.0;7;1;22;3;44.0
2025;3;AC;1200401;1;97;212420;8610101;3000.0;7;1;26;3;44.0
2025;3;AC;1200401;1;97;212420;8610101;3000.0;8;1;32;3;44.0
2025;3;AC;1200401;1;97;212420;8610101;3000.0;8;3;22;3;44.0
2025;3;AC;1200401;1;97;317210;9511800;1518.0;7;1;38;1;44.0
2025;3;AC;1200401;-1;98;317205;9420100;759.0;7;1;20;3;20.0
2025;3;AC;1200401;-1;98;317105;9420100;759.0;6;3;19;3;20.0
2025;3;AC;1200401;-1;98;317205;9420100;759.0;7;1;19;3;20.0
2025;3;AC;1200401;-1;98;317105;9420100;759.0;7;1;21;3;20.0
2025;3;AC;1200401;-1;98;317105;9420100;759.0;4;1;19;3;20.0
2025;3;AC;1200401;-1;98;317205;9420100;759.0;7;1;19;3;20.0
2025;4;AC;1200104;-1;31;317210;1012103;2379.22;7;3;21;2;44.0
2025;4;AC;1200203;1;97;212420;6130200;1518.0;7;1;27;3;44.0
2025;4;AC;1200203;-1;31;317210;6190601;2000.0;7;3;24;3;44.0
2025;4;AC;1200203;-1;31;317205;9511800;1518.0;7;1;20;6;44.0
2025;4;AC;1200203;1;97;317205;9511800;1518.0;7;1;21;3;4.0
2025;4;AC;1200401;1;97;212420;4751201;1518.0;7;1;22;3;44.0
2025;4;AC;1200401;-1;40;212420;4751201;1518.0;7;1;25;3;44.0
2025;4;AC;1200401;1;97;317210;4772500;2277.0;7;1;42;3;44.0
2025;4;AC;1200401;1;97;212410;6190601;1700.0;9;1;32;3;44.0
2025;4;AC;1200401;1;97;212410;6190601;1700.0;7;1;37;2;44.0
2025;4;AC;1200401;-1;31;212405;6209100;4832.9;9;3;41;3;44.0
2025;4;AC;1200401;1;97;317210;6399200;1600.0;8;3;22;3;44.0
2025;4;AC;1200401;1;97;317210;6550200;3326.5;80;1;29;3;44.0
2025;4;AC;1200401;1;97;317210;6550200;3326.5;9;1;34;3;44.0
2025;4;AC;1200401;1;97;212305;8121400;4936.8;7;1;36;3;44.0
2025;4;AC;1200401;1;97;212410;8211300;1800.0;7;3;31;3;44.0
2025;4;AC;1200401;-1;40;212420;8411600;1454.11;9;3;31;3;40.0
2025;4;AC;1200401;1;97;212410;8531700;2120.84;8;1;21;1;44.0
2025;4;AC;1200401;-1;40;212410;8531700;2120.84;9;1;28;3;44.0
2025;4;AC;1200401;-1;31;317210;8532500;1797.36;7;1;26;3;44.0
2025;4;AC;1200401;-1;31;212405;8599699;8312.65;80;3;35;1;40.0
2025;4;AC;1200500;1;97;317210;6130200;1700.0;7;1;21;3;44.0
2025;4;AC;1200500;1;97;317210;6130200;1700.0;7;1;25;3;44.0
2025;4;AC;1200500;1;97;317210;6130200;1700.0;7;1;19;3;44.0
2025;4;AC;1200500;1;97;317210;6130200;1700.0;7;1;26;3;44.0
2025;5;AC;1200203;-1;40;212420;6130200;1518.0;7;3;25;3;44.0
2025;5;AC;1200401;1;97;317205;4644301;1900.0;7;1;26;3;44.0
2025;5;AC;1200401;-1;32;212420;4771701;1518.0;80;1;42;3;44.0
2025;5;AC;1200401;1;97;317110;4771701;1900.0;8;1;24;3;44.0
2025;5;AC;1200401;1;97;212410;6110803;1700.0;9;1;24;3;36.0
2025;5;AC;1200401;-1;40;212420;6209100;3184.73;7;1;24;3;44.0
2025;5;AC;1200401;-1;31;212405;6209100;4832.9;9;1;28;2;44.0
2025;5;AC;1200401;1;97;212420;6209100;3184.73;7;1;33;3;44.0
2025;5;AC;1200401;-1;31;317110;6209100;5000.0;7;1;49;3;44.0
2025;5;AC;1200401;-1;40;212420;6209100;3184.73;7;1;33;3;44.0
2025;5;AC;1200401;1;97;317110;8121400;6095.83;7;1;35;3;44.0
2025;5;AC;1200401;1;97;212405;8121400;7786.98;7;1;29;3;44.0
2025;5;AC;1200401;1;97;212405;8121400;7786.98;7;1;26;3;44.0
2025;5;AC;1200401;1;97;317110;8121400;6095.83;7;1;29;3;44.0
2025;5;AC;1200401;1;97;212305;8121400;4936.8;8;1;27;3;44.0
2025;5;AC;1200401;-1;43;212410;8211300;1800.0;7;3;31;3;44.0
2025;5;AC;1200401;1;97;317105;9420100;759.0;6;1;18;3;20.0
2025;5;AC;1200401;1;97;317105;9420100;759.0;4;1;18;3;20.0
2025;5;AC;1200401;1;97;317105;9420100;759.0;6;1;18;3;20.0
2025;5;AC;1200401;1;97;317105;9420100;759.0;7;1;18;3;20.0
2025;5;AC;1200401;1;97;317105;9420100;759.0;6;1;19;3;20.0
2025;5;AC;1200401;1;97;317105;9420100;759.0;6;1;18;3;20.0
2025;5;AC;1200401;1;97;317105;9420100;759.0;6;1;23;3;20.0
2025;5;AC;1200401;1;97;317105;9420100;759.0;6;1;18;3;20.0
2025;5;AC;1200401;1;97;317105;9420100;759.0;6;1;19;3;20.0
2025;5;AC;1200401;1;97;317105;9420100;759.0;6;1;18;3;20.0
2025;5;AC;1200401;1;97;317105;9420100;759.0;7;3;19;3;20.0
2025;5;AC;1200500;-1;40;317210;6130200;1700.0;7;1;25;3;44.0
2025;5;AC;1200500;-1;31;317210;6130200;1700.0;7;1;21;3;44.0
2025;6;AC;1200104;1;97;317210;1012101;1650.0;7;1;18;1;44.0
2025;6;AC;1200203;-1;40;317205;5829800;1518.0;7;3;32;3;44.0
2025;6;AC;1200336;1;97;317110;4752100;1518.0;7;1;20;3;44.0
2025;6;AC;1200401;-1;40;317110;1011201;780.0;7;3;21;3;22.0
2025;6;AC;1200401;1;97;317210;1413402;1700.0;7;1;22;3;44.0
2025;6;AC;1200401;1;97;212420;6209100;3184.73;9;3;31;1;44.0
2025;6;AC;1200401;1;97;317210;6209100;1644.39;7;1;25;1;44.0
2025;6;AC;1200401;-1;90;212410;6424703;3978.6;9;1;27;3;40.0
2025;6;AC;1200401;1;97;317110;7820500;3296.0;7;3;45;3;44.0
2025;6;AC;1200401;1;97;212305;8121400;4936.8;9;1;39;3;44.0
2025;6;AC;1200401;1;97;317210;8220200;2363.85;9;1;24;3;44.0
2025;6;AC;1200401;-1;40;317210;8220200;2363.85;6;1;24;1;44.0
2025;6;AC;1200401;-1;43;317210;8299799;1700.0;7;1;22;3;44.0
2025;6;AC;1200401;-1;31;212420;8520100;2759.88;8;1;30;3;40.0
2025;6;AC;1200401;-1;40;317210;8532500;1664.0;9;1;35;3;44.0
2025;6;AC;1200401;1;97;317210;8532500;1664.0;80;1;42;3;44.0
2025;6;AC;1200401;1;97;212420;8610101;3000.0;7;3;28;3;44.0
2025;6;AC;1200401;-1;43;212420;8610101;3000.0;9;1;31;3;44.0
2025;6;AC;1200401;1;97;212420;8610101;3000.0;7;3;28;1;44.0
2025;6;AC;1200401;-1;40;317105;9420100;759.0;7;1;19;3;20.0
2025;6;AC;1200401;1;97;317110;9511800;1639.44;9;1;44;3;44.0
2025;6;AC;1200500;-1;31;317205;4712100;1639.33;7;1;22;3;44.0
2025;6;AC;1200500;1;97;317210;6130200;1700.0;7;1;34;3;44.0
2025;6;AC;1200500;-1;40;317210;6130200;1734.0;7;1;24;3;44.0
2025;7;AC;1200104;-1;43;317110;1011201;779.9;7;3;15;3;22.0
2025;7;AC;1200203;-1;43;317110;1011201;779.9;8;1;19;1;22.0
2025;7;AC;1200203;1;97;212420;6130200;1518.0;7;3;19;3;44.0
2025;7;AC;1200203;-1;43;317205;9511800;1518.0;7;1;21;3;4.0
2025;7;AC;1200385;-1;43;317110;1011201;779.9;6;1;19;3;22.0
2025;7;AC;1200385;-1;43;317110;1011201;779.9;6;1;16;3;22.0
2025;7;AC;1200401;-1;43;317110;1011201;780.0;7;3;21;3;22.0
2025;7;AC;1200401;-1;43;317110;1011201;780.0;7;1;20;3;22.0
2025;7;AC;1200401;-1;43;317110;1011201;780.0;7;3;20;3;22.0
2025;7;AC;1200401;-1;43;317110;1011201;780.0;7;3;19;3;22.0
2025;7;AC;1200401;-1;43;317110;1011201;780.0;8;3;21;3;22.0
2025;7;AC;1200401;-1;43;317110;1011201;780.0;7;1;22;3;22.0
2025;7;AC;1200401;-1;43;317110;1011201;780.0;6;1;19;3;22.0
2025;7;AC;1200401;-1;43;317110;1092900;800.74;6;3;17;3;20.0
2025;7;AC;1200401;-1;43;317110;1092900;800.74;7;3;19;3;20.0
2025;7;AC;1200401;-1;43;317110;1092900;800.74;7;3;18;3;20.0
2025;7;AC;1200401;-1;43;317210;1413402;1700.0;9;1;22;3;44.0
2025;7;AC;1200401;-1;43;317110;4120400;759.0;4;3;15;3;22.0
2025;7;AC;1200401;-1;40;317110;4120400;759.0;7;1;18;3;24.0
2025;7;AC;1200401;-1;43;317105;4120400;690.0;6;1;16;3;20.0
2025;7;AC;1200401;-1;40;317110;4120400;759.0;6;1;16;3;44.0
2025;7;AC;1200401;-1;43;317105;4691500;759.0;4;1;17;3;22.0
2025;7;AC;1200401;-1;43;317105;4691500;759.0;4;3;16;3;22.0
2025;7;AC;1200401;-1;43;317110;4744099;759.0;6;1;16;3;44.0
2025;7;AC;1200401;1;97;212420;4751201;1518.0;9;1;29;3;44.0
2025;7;AC;1200401;-1;31;212420;4772500;2369.0;9;1;32;3;44.0
2025;7;AC;1200401;-1;43;317110;4930202;759.0;5;1;18;3;24.0
2025;7;AC;1200401;-1;31;212410;6110803;1700.0;8;1;26;3;44.0
2025;7;AC;1200401;-1;31;212410;6110803;1700.0;80;1;27;3;36.0
2025;7;AC;1200401;-1;31;212410;6190601;1700.0;8;1;24;1;44.0
2025;7;AC;1200401;-1;40;317110;6201501;1518.0;9;1;32;3;44.0
2025;7;AC;1200401;-1;40;212405;6209100;7616.57;9;1;29;3;44.0
2025;7;AC;1200401;1;97;212420;6209100;1644.39;7;1;24;3;44.0
2025;7;AC;1200401;1;97;212420;8610101;3000.0;8;3;21;3;44.0
2025;7;AC;1200401;-1;43;317105;9420100;759.0;4;3;16;3;20.0
2025;7;AC;1200401;-1;43;317205;9420100;759.0;7;1;18;3;20.0
2025;7;AC;1200401;-1;43;317105;9420100;706.0;7;3;19;3;20.0
2025;7;AC;1200401;-1;31;317110;9420100;3453.78;7;1;47;1;40.0
2025;7;AC;1200500;-1;43;317110;1011201;7.09;6;3;16;3;44.0
2025;7;AC;1200500;-1;43;317110;1011201;779.9;6;3;16;3;22.0
2025;7;AC;1200500;-1;40;317210;6130200;1700.0;7;1;34;3;44.0
2025;7;AC;1200500;-1;40;317210;6130200;1734.0;7;1;20;3;44.0
2025;7;AC;1200500;1;97;317110;8211300;2000.0;7;1;25;3;44.0
2025;8;AC;1200203;1;97;317110;1011201;709.0;7;1;18;3;20.0
2025;8;AC;1200401;1;97;317110;4120400;759.0;7;1;17;3;22.0
2025;8;AC;1200401;-1;31;317210;9511800;1518.0;7;1;39;1;44.0
2025;8;AC;1200401;-1;40;212410;6190601;1700.0;8;3;23;3;44.0
2025;8;AC;1200401;1;97;317110;9511800;2500.0;8;3;25;4;44.0
2025;8;AC;1200500;1;97;317110;1011201;709.0;6;1;16;3;20.0
2025;8;AC;1200401;1;97;317110;1011201;780.0;6;3;19;3;22.0
2025;8;AC;1200401;1;97;212420;9420100;5125.47;9;1;25;3;40.0
2025;8;AC;1200401;1;97;317110;4120400;759.0;4;3;14;3;22.0
2025;8;AC;1200401;1;97;212410;6110803;1700.0;7;1;20;3;44.0
2025;8;AC;1200401;1;97;317110;1011201;780.0;7;3;19;3;22.0
2025;8;AC;1200385;1;97;317110;1011201;709.0;4;1;15;3;20.0
2025;8;AC;1200401;1;97;317110;1011201;780.0;8;3;20;3;22.0
2025;8;AC;1200401;1;97;317210;8513900;1518.0;8;1;21;1;44.0
2025;8;AC;1200401;1;97;317110;6201501;1518.0;9;1;22;1;44.0
2025;8;AC;1200104;1;97;317110;1011201;709.0;4;1;14;3;20.0
2025;8;AC;1200401;1;97;317105;4313400;759.0;6;1;16;3;20.0
2025;8;AC;1200401;1;97;317105;4691500;759.0;6;1;17;3;22.0
2025;8;AC;1200708;1;97;317110;0151201;759.0;6;1;15;3;22.0
2025;8;AC;1200401;1;97;317110;1011201;780.0;7;1;18;3;22.0
2025;8;AC;1200401;1;97;317110;1011201;780.0;7;1;19;3;22.0
2025;8;AC;1200401;-1;40;317110;1011201;780.0;7;1;21;3;22.0
2025;8;AC;1200401;1;97;317110;1011201;780.0;7;3;18;3;22.0
2025;8;AC;1200401;1;97;317110;4744099;759.0;6;1;19;3;22.0
2025;8;AC;1200203;1;97;317110;1011201;709.0;6;1;16;3;20.0
2025;8;AC;1200401;1;97;317210;4772500;1900.0;7;1;19;1;44.0
2025;8;AC;1200401;1;97;317110;1011201;780.0;7;1;18;3;22.0
2025;8;AC;1200401;1;97;317110;1011201;780.0;8;1;18;3;22.0
2025;8;AC;1200104;-1;43;317210;1012101;1650.0;7;1;18;1;44.0
2025;8;AC;1200203;1;97;317205;9511800;1518.0;7;1;21;3;44.0
2025;8;AC;1200401;1;97;317110;1011201;780.0;6;3;18;3;22.0
2025;8;AC;1200401;1;97;317110;1011201;780.0;7;3;20;3;22.0
2025;8;AC;1200401;1;97;317110;4930202;759.0;7;1;19;3;22.0
2025;8;AC;1200500;1;97;317110;1011201;709.0;6;3;17;3;20.0
2025;8;AC;1200401;1;97;317110;1011201;780.0;7;1;21;3;22.0
2025;8;AC;1200401;-1;40;317205;9420100;759.0;4;3;15;3;20.0
2025;8;AC;1200401;1;97;317210;9511800;2000.0;7;1;21;3;44.0
2025;8;AC;1200401;1;97;317105;4313400;759.0;7;1;19;3;20.0
2025;8;AC;1200401;1;97;317105;4691500;759.0;6;1;15;3;44.0
2025;8;AC;1200385;1;97;317110;1011201;709.0;6;1;17;3;20.0
2025;8;AC;1200401;1;97;212420;9420100;5125.47;9;1;21;3;40.0
2025;8;AC;1200708;1;97;317110;0151201;759.0;7;3;18;3;22.0
2025;9;AC;1200401;-1;31;212420;4751201;1918.0;7;1;23;3;44.0
2025;9;AC;1200401;-1;31;212420;6209100;3184.73;9;1;25;3;44.0
2025;9;AC;1200203;-1;40;317210;6190601;1598.76;7;3;30;3;44.0
2025;9;AC;1200401;-1;40;212420;6209100;3184.73;9;1;33;3;44.0
2025;9;AC;1200401;-1;40;212305;8121400;4936.8;7;1;36;3;44.0
2025;9;AC;1200401;-1;40;212405;8220200;4554.0;9;1;23;3;44.0
2025;9;AC;1200401;-1;40;317105;9420100;759.0;7;1;19;2;20.0
2025;9;AC;1200401;-1;40;317105;9420100;759.0;6;1;18;3;20.0
2025;9;AC;1200401;-1;40;317105;9420100;759.0;6;1;18;3;20.0
2025;9;AC;1200401;-1;40;317105;9420100;759.0;6;1;19;3;20.0
2025;9;AC;1200401;-1;43;212420;6209100;3184.73;7;3;31;3;44.0
2025;9;AC;1200401;1;97;317110;1011201;1800.0;9;1;34;3;44.0
2025;9;AC;1200104;1;97;317210;1012101;2000.0;7;1;21;3;44.0
2025;9;AC;1200401;1;97;317110;1092900;800.74;8;3;19;3;20.0
2025;9;AC;1200401;1;97;317110;1092900;800.74;8;3;17;3;20.0
2025;9;AC;1200401;1;97;317110;1092900;800.74;6;1;16;3;20.0
2025;9;AC;1200401;1;97;212410;6110803;1700.0;7;1;22;3;44.0
2025;9;AC;1200401;1;97;212410;6110803;1700.0;7;1;30;3;44.0
2025;9;AC;1200401;1;97;212420;6209100;3184.73;9;1;25;3;44.0
2025;9;AC;1200401;1;97;212420;6209100;3184.73;7;1;30;3;44.0
2025;9;AC;1200401;1;97;212405;6209100;7616.57;9;3;23;3;44.0
2025;9;AC;1200401;1;97;317210;6424703;3000.0;9;1;27;3;40.0
2025;9;AC;1200401;1;97;212420;8211300;4404.71;9;1;33;3;26.4
2025;9;AC;1200401;1;97;212405;8220200;4554.0;8;1;25;3;44.0
2025;9;AC;1200401;1;97;317210;8532500;1664.0;7;1;32;3;44.0
2025;9;AC;1200401;1;97;317210;9511800;1518.0;8;1;23;3;44.0
